"biotypes"	"length"	"gc"
"ENSG00000266044"	"miRNA"	79	72.15
"ENSG00000266045"	"lincRNA"	2120	41.04
"ENSG00000266046"	"miRNA"	69	56.52
"ENSG00000266047"	"miRNA"	88	32.95
"ENSG00000266040"	"antisense"	486	55.97
"ENSG00000266041"	"miRNA"	60	70.00
"ENSG00000216522"	"pseudogene"	998	61.02
"ENSG00000266043"	"miRNA"	66	53.03
"ENSG00000100985"	"protein_coding"	2336	62.37
"ENSG00000100987"	"protein_coding"	1234	61.92
"ENSG00000266048"	"pseudogene"	117	43.59
"ENSG00000266049"	"processed_transcript"	678	49.03
"ENSG00000100982"	"protein_coding"	2035	60.48
"ENSG00000100983"	"protein_coding"	1597	55.73
"ENSG00000262974"	"pseudogene"	400	40.75
"ENSG00000212455"	"snoRNA"	128	33.59
"ENSG00000212456"	"snRNA"	168	49.40
"ENSG00000212457"	"snRNA"	98	37.76
"ENSG00000223418"	"pseudogene"	1468	53.88
"ENSG00000223419"	"pseudogene"	388	58.51
"ENSG00000262972"	"protein_coding"	672	66.82
"ENSG00000262973"	"lincRNA"	1352	42.83
"ENSG00000223414"	"lincRNA"	1495	50.88
"ENSG00000223415"	"pseudogene"	358	53.63
"ENSG00000223416"	"pseudogene"	348	52.87
"ENSG00000223417"	"pseudogene"	1489	45.97
"ENSG00000223410"	"lincRNA"	426	43.66
"ENSG00000212459"	"snRNA"	104	40.38
"ENSG00000151715"	"protein_coding"	1104	48.69
"ENSG00000145331"	"protein_coding"	1649	38.36
"ENSG00000261773"	"sense_overlapping"	792	48.36
"ENSG00000106006"	"protein_coding"	723	62.33
"ENSG00000261771"	"processed_transcript"	2941	39.20
"ENSG00000261770"	"lincRNA"	3666	46.84
"ENSG00000261777"	"processed_transcript"	1179	46.19
"ENSG00000261776"	"pseudogene"	1104	53.26
"ENSG00000261775"	"lincRNA"	361	48.20
"ENSG00000261774"	"pseudogene"	301	43.85
"ENSG00000261779"	"antisense"	206	52.91
"ENSG00000261778"	"pseudogene"	174	36.21
"ENSG00000106009"	"protein_coding"	3238	64.88
"ENSG00000197818"	"protein_coding"	3717	53.74
"ENSG00000153404"	"protein_coding"	5012	57.78
"ENSG00000234579"	"antisense"	368	49.73
"ENSG00000212189"	"snRNA"	106	39.62
"ENSG00000212186"	"snRNA"	101	38.61
"ENSG00000197813"	"protein_coding"	1820	46.54
"ENSG00000234575"	"pseudogene"	967	48.40
"ENSG00000197816"	"protein_coding"	2896	50.30
"ENSG00000234572"	"lincRNA"	1977	44.36
"ENSG00000234571"	"lincRNA"	3540	42.01
"ENSG00000212181"	"snoRNA"	135	48.15
"ENSG00000228051"	"pseudogene"	1909	47.67
"ENSG00000228050"	"pseudogene"	1380	63.19
"ENSG00000228053"	"pseudogene"	478	43.10
"ENSG00000163687"	"protein_coding"	1100	48.89
"ENSG00000228055"	"lincRNA"	609	49.79
"ENSG00000228054"	"pseudogene"	658	44.53
"ENSG00000113739"	"protein_coding"	1518	55.16
"ENSG00000228056"	"pseudogene"	488	52.46
"ENSG00000228058"	"lincRNA"	654	53.21
"ENSG00000113734"	"protein_coding"	1103	49.55
"ENSG00000113732"	"protein_coding"	856	46.33
"ENSG00000163681"	"protein_coding"	2027	41.92
"ENSG00000174672"	"protein_coding"	2310	63.08
"ENSG00000103184"	"protein_coding"	6456	55.08
"ENSG00000103187"	"protein_coding"	1969	55.16
"ENSG00000156150"	"protein_coding"	1771	61.72
"ENSG00000102271"	"protein_coding"	4131	41.34
"ENSG00000156273"	"protein_coding"	1216	42.75
"ENSG00000232542"	"sense_intronic"	401	41.90
"ENSG00000163082"	"protein_coding"	3336	50.51
"ENSG00000163083"	"protein_coding"	3204	56.68
"ENSG00000163081"	"protein_coding"	1070	49.67
"ENSG00000242936"	"pseudogene"	342	41.52
"ENSG00000257683"	"lincRNA"	497	42.05
"ENSG00000228569"	"lincRNA"	432	51.39
"ENSG00000111775"	"protein_coding"	637	48.63
"ENSG00000164841"	"protein_coding"	1498	44.16
"ENSG00000250439"	"pseudogene"	2944	58.31
"ENSG00000239625"	"misc_RNA"	286	51.40
"ENSG00000239626"	"pseudogene"	860	44.42
"ENSG00000239627"	"pseudogene"	475	46.74
"ENSG00000239620"	"pseudogene"	601	61.73
"ENSG00000239622"	"pseudogene"	380	53.42
"ENSG00000239628"	"lincRNA"	469	41.15
"ENSG00000175061"	"processed_transcript"	821	51.20
"ENSG00000255329"	"pseudogene"	377	49.07
"ENSG00000064490"	"protein_coding"	833	60.45
"ENSG00000231112"	"pseudogene"	221	55.66
"ENSG00000250436"	"lincRNA"	529	40.78
"ENSG00000231113"	"antisense"	679	51.69
"ENSG00000160201"	"protein_coding"	1739	47.63
"ENSG00000182255"	"protein_coding"	2358	44.61
"ENSG00000250437"	"lincRNA"	420	47.14
"ENSG00000168502"	"protein_coding"	2695	54.64
"ENSG00000231110"	"lincRNA"	582	42.10
"ENSG00000183292"	"protein_coding"	1177	57.19
"ENSG00000250430"	"pseudogene"	684	51.75
"ENSG00000183298"	"pseudogene"	879	51.90
"ENSG00000168509"	"protein_coding"	1517	51.28
"ENSG00000092931"	"protein_coding"	2428	46.15
"ENSG00000250432"	"lincRNA"	483	53.51
"ENSG00000239998"	"protein_coding"	1419	57.35
"ENSG00000231897"	"pseudogene"	628	51.11
"ENSG00000239994"	"antisense"	124	49.19
"ENSG00000239995"	"pseudogene"	494	41.30
"ENSG00000239992"	"TR_V_pseudogene"	316	42.41
"ENSG00000197585"	"processed_transcript"	492	46.24
"ENSG00000197586"	"protein_coding"	1453	58.98
"ENSG00000263735"	"miRNA"	81	34.57
"ENSG00000263734"	"miRNA"	78	38.46
"ENSG00000263737"	"misc_RNA"	258	55.04
"ENSG00000130711"	"protein_coding"	2476	63.65
"ENSG00000263731"	"non_coding"	2682	43.70
"ENSG00000263730"	"miRNA"	106	54.72
"ENSG00000263733"	"pseudogene"	1018	47.15
"ENSG00000263732"	"miRNA"	70	54.29
"ENSG00000186007"	"protein_coding"	767	48.07
"ENSG00000244351"	"processed_transcript"	823	52.49
"ENSG00000138835"	"protein_coding"	1798	58.27
"ENSG00000138834"	"protein_coding"	1570	63.51
"ENSG00000105726"	"protein_coding"	1798	61.76
"ENSG00000105723"	"protein_coding"	2092	58.64
"ENSG00000105722"	"protein_coding"	2368	64.21
"ENSG00000225928"	"pseudogene"	678	39.09
"ENSG00000225929"	"antisense"	2030	46.45
"ENSG00000239481"	"pseudogene"	778	39.07
"ENSG00000126803"	"protein_coding"	1896	57.71
"ENSG00000225922"	"pseudogene"	476	44.33
"ENSG00000225923"	"pseudogene"	742	38.14
"ENSG00000225920"	"pseudogene"	652	43.71
"ENSG00000225921"	"protein_coding"	916	42.42
"ENSG00000225924"	"antisense"	562	37.19
"ENSG00000225925"	"pseudogene"	1015	42.96
"ENSG00000157404"	"protein_coding"	2485	44.08
"ENSG00000229018"	"pseudogene"	933	50.75
"ENSG00000229019"	"sense_intronic"	905	38.45
"ENSG00000152433"	"protein_coding"	2772	42.50
"ENSG00000186886"	"pseudogene"	791	43.67
"ENSG00000152430"	"protein_coding"	1753	45.74
"ENSG00000229012"	"lincRNA"	466	45.06
"ENSG00000229013"	"pseudogene"	126	58.73
"ENSG00000229010"	"pseudogene"	818	58.07
"ENSG00000229011"	"lincRNA"	428	44.16
"ENSG00000229016"	"pseudogene"	711	34.32
"ENSG00000229017"	"antisense"	1341	41.09
"ENSG00000152439"	"protein_coding"	2185	48.92
"ENSG00000229015"	"lincRNA"	405	43.95
"ENSG00000226695"	"pseudogene"	1515	35.91
"ENSG00000226694"	"lincRNA"	431	43.74
"ENSG00000226696"	"antisense"	639	54.71
"ENSG00000219700"	"pseudogene"	906	56.29
"ENSG00000185963"	"protein_coding"	5531	53.81
"ENSG00000226693"	"pseudogene"	1051	50.14
"ENSG00000147437"	"protein_coding"	1115	41.64
"ENSG00000185962"	"protein_coding"	270	64.81
"ENSG00000226699"	"antisense"	184	54.35
"ENSG00000226698"	"antisense"	306	40.85
"ENSG00000184414"	"pseudogene"	1006	61.23
"ENSG00000127947"	"protein_coding"	950	37.62
"ENSG00000127946"	"protein_coding"	2885	55.35
"ENSG00000255328"	"lincRNA"	623	53.55
"ENSG00000187140"	"protein_coding"	2068	63.97
"ENSG00000187145"	"protein_coding"	1270	48.23
"ENSG00000187144"	"protein_coding"	1840	56.15
"ENSG00000187147"	"protein_coding"	1607	56.36
"ENSG00000127948"	"protein_coding"	1126	59.44
"ENSG00000239483"	"pseudogene"	361	42.38
"ENSG00000219703"	"pseudogene"	549	34.97
"ENSG00000233283"	"processed_transcript"	640	64.54
"ENSG00000114859"	"protein_coding"	2032	59.28
"ENSG00000114857"	"protein_coding"	2389	40.92
"ENSG00000114854"	"protein_coding"	592	56.43
"ENSG00000114853"	"protein_coding"	3914	61.70
"ENSG00000184619"	"protein_coding"	2263	47.26
"ENSG00000186814"	"protein_coding"	3194	49.47
"ENSG00000186815"	"protein_coding"	1565	57.18
"ENSG00000126010"	"protein_coding"	1929	46.50
"ENSG00000260558"	"lincRNA"	536	43.47
"ENSG00000233286"	"pseudogene"	341	38.71
"ENSG00000186812"	"protein_coding"	2095	44.66
"ENSG00000254279"	"IG_V_pseudogene"	180	64.44
"ENSG00000254276"	"pseudogene"	1182	58.63
"ENSG00000260555"	"lincRNA"	3044	48.52
"ENSG00000260556"	"processed_transcript"	441	48.07
"ENSG00000233287"	"pseudogene"	406	47.29
"ENSG00000186818"	"protein_coding"	1479	56.39
"ENSG00000260551"	"lincRNA"	1759	44.71
"ENSG00000260552"	"antisense"	609	51.40
"ENSG00000260553"	"antisense"	568	50.35
"ENSG00000219702"	"pseudogene"	293	48.81
"ENSG00000248307"	"lincRNA"	781	42.98
"ENSG00000115109"	"protein_coding"	2346	42.00
"ENSG00000259019"	"pseudogene"	351	46.15
"ENSG00000265391"	"miRNA"	99	57.58
"ENSG00000259015"	"pseudogene"	289	54.33
"ENSG00000259014"	"processed_transcript"	523	49.14
"ENSG00000259017"	"processed_transcript"	504	52.18
"ENSG00000259016"	"pseudogene"	554	35.92
"ENSG00000259011"	"lincRNA"	729	55.42
"ENSG00000115107"	"protein_coding"	3262	57.84
"ENSG00000259013"	"pseudogene"	237	45.99
"ENSG00000119686"	"protein_coding"	897	49.99
"ENSG00000252308"	"miRNA"	85	44.71
"ENSG00000206069"	"protein_coding"	689	52.87
"ENSG00000258768"	"lincRNA"	3829	39.28
"ENSG00000258769"	"pseudogene"	451	40.35
"ENSG00000252300"	"snoRNA"	72	37.50
"ENSG00000258765"	"lincRNA"	592	37.84
"ENSG00000206062"	"lincRNA"	741	44.67
"ENSG00000258767"	"pseudogene"	460	57.17
"ENSG00000258760"	"processed_transcript"	559	47.51
"ENSG00000258761"	"antisense"	539	46.38
"ENSG00000206066"	"pseudogene"	434	59.91
"ENSG00000258763"	"antisense"	525	43.89
"ENSG00000226099"	"antisense"	367	32.97
"ENSG00000184613"	"protein_coding"	1606	45.11
"ENSG00000201641"	"snRNA"	110	42.73
"ENSG00000251578"	"TR_V_pseudogene"	348	45.11
"ENSG00000251579"	"pseudogene"	523	44.36
"ENSG00000068793"	"protein_coding"	1882	52.46
"ENSG00000201640"	"misc_RNA"	301	50.83
"ENSG00000251572"	"pseudogene"	904	40.27
"ENSG00000251573"	"lincRNA"	415	56.05
"ENSG00000251571"	"pseudogene"	1994	42.88
"ENSG00000251576"	"lincRNA"	2284	53.11
"ENSG00000163534"	"protein_coding"	1963	46.30
"ENSG00000251574"	"lincRNA"	431	40.19
"ENSG00000251575"	"lincRNA"	849	43.24
"ENSG00000266813"	"miRNA"	87	54.02
"ENSG00000154175"	"protein_coding"	1447	45.86
"ENSG00000266811"	"miRNA"	75	30.67
"ENSG00000201642"	"snRNA"	107	42.06
"ENSG00000266817"	"miRNA"	91	53.85
"ENSG00000266816"	"miRNA"	84	36.90
"ENSG00000170803"	"protein_coding"	998	51.70
"ENSG00000266818"	"pseudogene"	1796	35.69
"ENSG00000240255"	"pseudogene"	1319	41.55
"ENSG00000159527"	"protein_coding"	1173	56.35
"ENSG00000104093"	"protein_coding"	3002	39.83
"ENSG00000100626"	"protein_coding"	1582	60.07
"ENSG00000170807"	"protein_coding"	1632	45.31
"ENSG00000228833"	"pseudogene"	99	56.57
"ENSG00000228832"	"antisense"	411	47.69
"ENSG00000228830"	"antisense"	693	54.11
"ENSG00000228837"	"pseudogene"	527	38.71
"ENSG00000228836"	"protein_coding"	1086	45.20
"ENSG00000228835"	"protein_coding"	1661	50.27
"ENSG00000228834"	"pseudogene"	259	50.58
"ENSG00000228839"	"antisense"	488	45.50
"ENSG00000228838"	"antisense"	675	58.37
"ENSG00000185433"	"lincRNA"	1056	40.03
"ENSG00000165272"	"protein_coding"	1448	56.43
"ENSG00000165271"	"protein_coding"	2882	56.44
"ENSG00000185437"	"protein_coding"	764	45.79
"ENSG00000167112"	"protein_coding"	1219	55.69
"ENSG00000165275"	"protein_coding"	1174	48.19
"ENSG00000142484"	"protein_coding"	819	60.82
"ENSG00000196335"	"protein_coding"	1818	41.05
"ENSG00000196337"	"protein_coding"	2133	63.90
"ENSG00000244414"	"protein_coding"	787	39.22
"ENSG00000101115"	"protein_coding"	1526	54.73
"ENSG00000250198"	"lincRNA"	1402	50.76
"ENSG00000250197"	"pseudogene"	295	43.05
"ENSG00000250302"	"lincRNA"	727	41.40
"ENSG00000250195"	"antisense"	301	44.26
"ENSG00000250194"	"pseudogene"	316	45.25
"ENSG00000196338"	"protein_coding"	3167	56.38
"ENSG00000250192"	"lincRNA"	560	48.93
"ENSG00000250191"	"pseudogene"	286	50.35
"ENSG00000250190"	"lincRNA"	687	35.81
"ENSG00000231332"	"antisense"	461	62.47
"ENSG00000231333"	"pseudogene"	342	42.98
"ENSG00000231331"	"pseudogene"	354	54.52
"ENSG00000231336"	"antisense"	364	54.12
"ENSG00000231334"	"antisense"	397	37.53
"ENSG00000231335"	"sense_intronic"	239	50.63
"ENSG00000104549"	"protein_coding"	1264	40.59
"ENSG00000265394"	"lincRNA"	385	40.52
"ENSG00000198732"	"protein_coding"	1469	54.09
"ENSG00000161594"	"protein_coding"	937	51.34
"ENSG00000255655"	"antisense"	603	46.60
"ENSG00000179886"	"protein_coding"	2412	70.07
"ENSG00000255653"	"pseudogene"	675	57.63
"ENSG00000255652"	"lincRNA"	743	48.99
"ENSG00000255651"	"processed_transcript"	229	72.49
"ENSG00000255650"	"processed_transcript"	723	53.76
"ENSG00000243314"	"pseudogene"	374	42.78
"ENSG00000133878"	"protein_coding"	1310	60.16
"ENSG00000072121"	"protein_coding"	4286	50.33
"ENSG00000250229"	"pseudogene"	155	36.77
"ENSG00000177225"	"protein_coding"	1303	63.19
"ENSG00000227089"	"lincRNA"	387	39.53
"ENSG00000250221"	"pseudogene"	1461	57.22
"ENSG00000250220"	"antisense"	685	47.45
"ENSG00000250223"	"sense_intronic"	824	38.11
"ENSG00000250222"	"antisense"	340	52.38
"ENSG00000250227"	"pseudogene"	1419	38.20
"ENSG00000256103"	"pseudogene"	262	51.43
"ENSG00000256100"	"processed_transcript"	559	62.79
"ENSG00000256101"	"lincRNA"	602	47.14
"ENSG00000256108"	"pseudogene"	574	55.92
"ENSG00000207081"	"snRNA"	107	38.32
"ENSG00000207080"	"misc_RNA"	108	45.37
"ENSG00000207083"	"snRNA"	107	43.93
"ENSG00000207082"	"snRNA"	107	43.93
"ENSG00000207084"	"snoRNA"	132	37.88
"ENSG00000253558"	"pseudogene"	2260	45.35
"ENSG00000207086"	"misc_RNA"	107	42.06
"ENSG00000201876"	"rRNA"	84	47.62
"ENSG00000207088"	"snoRNA"	139	56.83
"ENSG00000253554"	"antisense"	575	45.70
"ENSG00000201875"	"misc_RNA"	329	50.15
"ENSG00000006116"	"protein_coding"	3088	54.37
"ENSG00000253553"	"processed_transcript"	711	44.56
"ENSG00000006114"	"protein_coding"	4027	45.11
"ENSG00000253551"	"antisense"	824	45.39
"ENSG00000246082"	"pseudogene"	1511	54.79
"ENSG00000246084"	"lincRNA"	805	47.11
"ENSG00000207342"	"misc_RNA"	99	37.37
"ENSG00000246089"	"lincRNA"	1715	55.68
"ENSG00000093217"	"protein_coding"	1910	49.09
"ENSG00000007866"	"protein_coding"	2123	59.75
"ENSG00000198663"	"protein_coding"	1437	50.65
"ENSG00000100647"	"protein_coding"	2140	55.39
"ENSG00000171747"	"protein_coding"	1278	57.20
"ENSG00000100644"	"protein_coding"	1817	40.80
"ENSG00000198668"	"protein_coding"	1079	46.31
"ENSG00000244607"	"protein_coding"	897	55.63
"ENSG00000107018"	"protein_coding"	958	41.13
"ENSG00000176774"	"protein_coding"	1811	43.35
"ENSG00000107014"	"protein_coding"	933	40.56
"ENSG00000254796"	"pseudogene"	264	57.20
"ENSG00000176771"	"protein_coding"	2913	46.10
"ENSG00000253888"	"antisense"	585	46.15
"ENSG00000253889"	"IG_V_pseudogene"	385	52.99
"ENSG00000230063"	"sense_intronic"	650	32.62
"ENSG00000230062"	"protein_coding"	1632	44.38
"ENSG00000230065"	"antisense"	374	38.24
"ENSG00000230064"	"pseudogene"	476	46.43
"ENSG00000230067"	"pseudogene"	1683	41.89
"ENSG00000230066"	"antisense"	1396	46.19
"ENSG00000125637"	"protein_coding"	2252	59.98
"ENSG00000230068"	"sense_intronic"	690	39.28
"ENSG00000253882"	"pseudogene"	1560	55.51
"ENSG00000253883"	"IG_V_pseudogene"	291	55.33
"ENSG00000125633"	"protein_coding"	1937	44.28
"ENSG00000253885"	"pseudogene"	511	56.36
"ENSG00000253886"	"pseudogene"	1168	41.18
"ENSG00000125630"	"protein_coding"	1949	47.70
"ENSG00000006016"	"protein_coding"	1802	66.98
"ENSG00000265294"	"miRNA"	86	56.98
"ENSG00000022976"	"protein_coding"	2020	53.16
"ENSG00000202373"	"snoRNA"	82	42.68
"ENSG00000197177"	"protein_coding"	3862	62.51
"ENSG00000197176"	"lincRNA"	1077	42.95
"ENSG00000197171"	"pseudogene"	943	47.40
"ENSG00000197170"	"protein_coding"	1460	41.18
"ENSG00000197172"	"protein_coding"	1174	56.78
"ENSG00000238365"	"snRNA"	60	40.00
"ENSG00000263415"	"miRNA"	125	33.60
"ENSG00000243613"	"antisense"	235	52.34
"ENSG00000254434"	"lincRNA"	585	38.63
"ENSG00000254802"	"lincRNA"	859	51.46
"ENSG00000178741"	"protein_coding"	668	50.85
"ENSG00000248733"	"antisense"	451	45.01
"ENSG00000248730"	"antisense"	1579	46.80
"ENSG00000248731"	"pseudogene"	2645	47.56
"ENSG00000248736"	"lincRNA"	553	48.28
"ENSG00000252688"	"snRNA"	102	45.10
"ENSG00000248734"	"antisense"	993	41.59
"ENSG00000204577"	"protein_coding"	1603	59.70
"ENSG00000252685"	"snRNA"	104	40.38
"ENSG00000252684"	"snRNA"	80	38.75
"ENSG00000252687"	"snoRNA"	72	43.06
"ENSG00000248739"	"pseudogene"	843	39.15
"ENSG00000252681"	"snRNA"	164	46.34
"ENSG00000252680"	"rRNA"	130	46.92
"ENSG00000252683"	"snoRNA"	218	44.50
"ENSG00000252682"	"snoRNA"	68	47.06
"ENSG00000254438"	"lincRNA"	684	46.35
"ENSG00000217377"	"pseudogene"	634	45.74
"ENSG00000259616"	"processed_transcript"	450	52.00
"ENSG00000254805"	"pseudogene"	205	59.51
"ENSG00000200057"	"misc_RNA"	301	49.17
"ENSG00000205707"	"protein_coding"	781	35.40
"ENSG00000200052"	"misc_RNA"	111	35.14
"ENSG00000200051"	"snoRNA"	77	32.47
"ENSG00000264616"	"miRNA"	72	47.22
"ENSG00000264615"	"misc_RNA"	279	53.41
"ENSG00000200059"	"misc_RNA"	100	46.00
"ENSG00000200058"	"rRNA"	109	55.05
"ENSG00000264614"	"miRNA"	63	31.75
"ENSG00000129988"	"protein_coding"	1961	54.21
"ENSG00000254804"	"lincRNA"	345	53.33
"ENSG00000264613"	"misc_RNA"	298	53.02
"ENSG00000261220"	"antisense"	1546	56.99
"ENSG00000237590"	"lincRNA"	841	54.22
"ENSG00000237592"	"pseudogene"	324	48.15
"ENSG00000237593"	"pseudogene"	559	43.29
"ENSG00000237594"	"lincRNA"	843	60.38
"ENSG00000237595"	"lincRNA"	733	53.34
"ENSG00000237596"	"antisense"	734	47.55
"ENSG00000138036"	"protein_coding"	1085	40.91
"ENSG00000120805"	"protein_coding"	1027	43.17
"ENSG00000261222"	"lincRNA"	1516	55.32
"ENSG00000120802"	"protein_coding"	1458	43.87
"ENSG00000120800"	"protein_coding"	2927	39.30
"ENSG00000199204"	"misc_RNA"	102	40.20
"ENSG00000102970"	"protein_coding"	615	58.05
"ENSG00000199201"	"misc_RNA"	103	41.75
"ENSG00000199200"	"misc_RNA"	95	42.11
"ENSG00000199203"	"misc_RNA"	112	42.86
"ENSG00000199202"	"rRNA"	137	47.45
"ENSG00000132855"	"protein_coding"	1309	33.98
"ENSG00000132854"	"protein_coding"	2967	52.09
"ENSG00000237048"	"lincRNA"	979	42.59
"ENSG00000237049"	"pseudogene"	354	40.96
"ENSG00000237042"	"pseudogene"	132	62.12
"ENSG00000237040"	"pseudogene"	250	39.60
"ENSG00000237041"	"pseudogene"	414	46.14
"ENSG00000237047"	"lincRNA"	1963	53.80
"ENSG00000141524"	"protein_coding"	2557	65.01
"ENSG00000141527"	"protein_coding"	1787	60.50
"ENSG00000141526"	"protein_coding"	1237	66.14
"ENSG00000137267"	"protein_coding"	1206	58.24
"ENSG00000205629"	"protein_coding"	726	48.11
"ENSG00000205628"	"lincRNA"	3484	38.63
"ENSG00000205625"	"pseudogene"	1153	47.27
"ENSG00000205622"	"lincRNA"	2685	44.80
"ENSG00000249460"	"lincRNA"	493	44.62
"ENSG00000249463"	"lincRNA"	347	37.75
"ENSG00000249462"	"pseudogene"	249	43.78
"ENSG00000249465"	"pseudogene"	1134	48.41
"ENSG00000249464"	"lincRNA"	2175	41.03
"ENSG00000249467"	"pseudogene"	304	54.93
"ENSG00000241612"	"pseudogene"	483	43.69
"ENSG00000241613"	"misc_RNA"	294	53.40
"ENSG00000233741"	"pseudogene"	413	46.73
"ENSG00000233740"	"pseudogene"	2328	59.06
"ENSG00000233742"	"pseudogene"	304	49.34
"ENSG00000233745"	"protein_coding"	627	71.13
"ENSG00000233747"	"pseudogene"	317	43.85
"ENSG00000233746"	"lincRNA"	1896	54.69
"ENSG00000122188"	"protein_coding"	2366	48.32
"ENSG00000245975"	"lincRNA"	1396	44.34
"ENSG00000245970"	"antisense"	1989	37.10
"ENSG00000100764"	"protein_coding"	1061	46.21
"ENSG00000100941"	"protein_coding"	1158	43.21
"ENSG00000188878"	"protein_coding"	3863	62.62
"ENSG00000244568"	"misc_RNA"	290	50.69
"ENSG00000207706"	"miRNA"	87	41.38
"ENSG00000207707"	"miRNA"	98	73.47
"ENSG00000162924"	"protein_coding"	2776	43.56
"ENSG00000207705"	"miRNA"	73	47.95
"ENSG00000207702"	"miRNA"	110	59.09
"ENSG00000207703"	"miRNA"	110	50.91
"ENSG00000207700"	"miRNA"	88	47.73
"ENSG00000207701"	"miRNA"	97	44.33
"ENSG00000169184"	"protein_coding"	2910	56.10
"ENSG00000162928"	"protein_coding"	1199	44.18
"ENSG00000162929"	"protein_coding"	1808	41.57
"ENSG00000244564"	"lincRNA"	565	52.74
"ENSG00000085415"	"protein_coding"	2692	41.84
"ENSG00000201010"	"misc_RNA"	325	53.54
"ENSG00000201012"	"misc_RNA"	106	36.79
"ENSG00000201013"	"misc_RNA"	113	46.02
"ENSG00000201014"	"rRNA"	119	47.06
"ENSG00000261103"	"antisense"	566	49.82
"ENSG00000201016"	"snRNA"	108	37.04
"ENSG00000255151"	"pseudogene"	1357	43.70
"ENSG00000244560"	"pseudogene"	1530	60.09
"ENSG00000255152"	"protein_coding"	1965	53.05
"ENSG00000123364"	"protein_coding"	2437	57.65
"ENSG00000255154"	"protein_coding"	1885	43.74
"ENSG00000255155"	"pseudogene"	214	49.53
"ENSG00000157368"	"protein_coding"	1024	62.40
"ENSG00000255156"	"sense_intronic"	109	44.95
"ENSG00000255157"	"pseudogene"	233	40.47
"ENSG00000173653"	"protein_coding"	1097	61.34
"ENSG00000224525"	"antisense"	532	49.44
"ENSG00000224524"	"pseudogene"	238	44.96
"ENSG00000224521"	"antisense"	961	37.55
"ENSG00000224520"	"pseudogene"	1446	58.44
"ENSG00000224523"	"pseudogene"	747	38.15
"ENSG00000174384"	"pseudogene"	613	47.63
"ENSG00000224529"	"pseudogene"	1078	50.37
"ENSG00000158352"	"protein_coding"	4992	49.16
"ENSG00000137573"	"protein_coding"	1649	44.90
"ENSG00000133895"	"protein_coding"	2049	61.22
"ENSG00000137571"	"protein_coding"	2253	58.40
"ENSG00000176635"	"protein_coding"	1010	45.87
"ENSG00000137575"	"protein_coding"	1422	42.09
"ENSG00000137574"	"protein_coding"	2497	42.00
"ENSG00000229939"	"pseudogene"	287	43.55
"ENSG00000229217"	"pseudogene"	315	45.40
"ENSG00000228131"	"IG_D_gene"	18	55.56
"ENSG00000253764"	"antisense"	501	56.21
"ENSG00000126759"	"protein_coding"	1552	61.51
"ENSG00000126752"	"protein_coding"	1298	46.30
"ENSG00000126756"	"protein_coding"	654	52.11
"ENSG00000121769"	"protein_coding"	644	50.02
"ENSG00000235359"	"antisense"	763	45.09
"ENSG00000229813"	"lincRNA"	371	66.58
"ENSG00000235350"	"pseudogene"	319	47.65
"ENSG00000235351"	"antisense"	584	59.25
"ENSG00000235352"	"pseudogene"	1223	39.90
"ENSG00000235354"	"pseudogene"	171	50.29
"ENSG00000235355"	"pseudogene"	704	63.92
"ENSG00000235356"	"lincRNA"	307	38.11
"ENSG00000121766"	"protein_coding"	1088	47.10
"ENSG00000206549"	"protein_coding"	2123	61.78
"ENSG00000224820"	"pseudogene"	494	46.15
"ENSG00000229817"	"pseudogene"	2992	38.17
"ENSG00000228137"	"antisense"	390	47.95
